timestamp,latitude,longitude
1701862387.0004644,45.424093631398875,11.948301852804304
1701862388.000453,45.42408946312815,11.948299652404236
1701862389.000442,45.42406860050806,11.948285087303304
1701862390.000431,45.424058652968924,11.9482712172017
1701862391.000421,45.42404528492045,11.948256139929926
1701862392.0004127,45.424037226100296,11.948250231348304
1701862393.0004046,45.42403328762939,11.94825232122058
1701862394.0003963,45.42402057702299,11.948251542856841
1701862395.000389,45.424007683927925,11.948249963645075
1701862396.0003824,45.42399590671931,11.948248171992484
1701862397.0003767,45.42398872981207,11.94824680268965
1701862398.0003707,45.42397738408849,11.948245321726452
1701862399.000365,45.4239759676943,11.948241600510322
1701862400.0003614,45.423962840816465,11.948237171025006
1701862401.0003567,45.42395191092112,11.948229468014024
1701862402.0003529,45.423944875759695,11.948227713457062
1701862403.0003495,45.423937678822114,11.948219785871911
